,Iy_1,Iy_2,Iy_3,PF_1,PF_2,PF_3,e_1,e_2,e_3,dIf_1,dIf_2,dIf_3,If
441,0,0,1,0,1,0,1,0,0,0,1,0,1.594
442,0,0,1,0,1,0,1,0,0,1,0,0,1.466
443,0,0,1,0,1,0,1,0,0,1,0,0,1.48
444,0,0,1,0,1,0,1,0,0,0,0,0,1.339
445,0,0,1,0,0,1,0,0,0,0,0,0,1.345
446,0,0,1,0,0,1,0,0,0,0,0,0,1.3459999999999999
447,0,0,1,0,0,1,0,0,0,0,0,0,1.3459999999999999
448,0,0,1,0,0,1,0,0,0,0,0,0,1.3459999999999999
449,0,0,1,0,0,0,0,0,1,0,0,1,1.9080000000000001
450,0,0,1,0,0,0,0,0,1,0,0,1,1.8090000000000002
451,0,0,1,0,0,0,0,0,1,0,0,1,1.824
452,0,0,1,0,0,0,0,0,1,0,1,0,1.732
453,0,0,1,0,0,0,0,0,1,0,1,0,1.745
454,0,0,1,1,0,0,0,1,0,0,1,0,1.7590000000000001
455,0,0,1,1,0,0,0,1,0,0,1,0,1.6540000000000001
456,0,0,1,1,0,0,0,1,0,0,1,0,1.679
457,0,0,1,1,0,0,0,1,0,1,0,0,1.546
458,0,0,1,0,1,0,1,0,0,1,0,0,1.557
459,0,0,1,0,1,0,1,0,0,1,0,0,1.569
460,0,0,1,0,1,0,1,0,0,1,0,0,1.43
461,0,0,1,0,1,0,1,0,0,1,0,0,1.45
462,0,0,1,0,1,0,1,0,0,0,0,0,1.301
463,0,0,1,0,0,1,0,0,0,0,0,0,1.31
464,0,0,1,0,0,1,0,0,0,0,0,0,1.318
465,0,0,1,0,0,1,0,0,0,0,0,0,1.318
466,0,0,1,0,0,1,0,0,0,0,0,0,1.318
467,0,0,1,0,0,0,0,0,1,0,0,1,1.916
468,0,0,1,0,0,0,0,0,1,0,0,1,1.909
469,0,0,1,0,0,0,0,0,1,0,0,1,1.92
470,0,0,1,0,0,0,0,0,1,0,0,1,1.8319999999999999
471,0,0,1,0,0,0,0,0,1,0,0,1,1.854
472,0,0,1,1,0,0,0,1,0,0,0,1,1.893
473,0,0,1,1,0,0,0,1,0,0,1,0,1.765
474,0,0,1,1,0,0,0,1,0,0,0,1,1.786
475,0,0,1,1,0,0,0,1,0,0,1,0,1.67
476,0,0,1,0,1,0,1,0,0,0,1,0,1.679
477,0,0,1,0,1,0,1,0,0,0,1,0,1.706
478,0,0,1,0,1,0,1,0,0,1,0,0,1.558
479,0,0,1,0,1,0,1,0,0,1,0,0,1.575
480,0,0,1,0,1,0,1,0,0,1,0,0,1.426
481,0,0,1,0,0,1,0,0,0,1,0,0,1.4340000000000002
482,0,0,1,0,0,1,0,0,0,1,0,0,1.4569999999999999
483,0,0,1,0,0,1,0,0,0,1,0,0,1.4569999999999999
484,0,0,1,0,0,1,0,0,0,1,0,0,1.4569999999999999
485,0,0,1,0,0,0,0,0,1,0,0,1,1.9240000000000002
486,0,0,1,0,0,0,0,0,1,0,0,1,1.9
487,0,0,1,0,0,0,0,0,1,0,0,1,1.915
488,0,0,1,0,0,0,0,0,1,0,0,1,1.821
489,0,0,1,0,0,0,0,0,1,0,0,1,1.841
490,0,0,1,1,0,0,0,1,0,0,0,1,1.8769999999999998
491,0,0,1,1,0,0,0,1,0,0,1,0,1.7530000000000001
492,0,0,1,1,0,0,0,1,0,0,0,1,1.771
493,0,0,1,1,0,0,0,1,0,0,1,0,1.652
494,0,0,1,0,1,0,1,0,0,0,1,0,1.661
495,0,0,1,0,1,0,1,0,0,0,1,0,1.686
496,0,0,1,0,1,0,1,0,0,1,0,0,1.5390000000000001
497,0,0,1,0,1,0,1,0,0,1,0,0,1.555
498,0,0,1,0,1,0,1,0,0,1,0,0,1.406
499,0,0,1,0,0,1,0,0,0,1,0,0,1.41
500,0,0,1,0,0,1,0,0,0,1,0,0,1.4280000000000002
501,0,0,1,0,0,1,0,0,0,1,0,0,1.4280000000000002
502,0,0,1,0,0,1,0,0,0,1,0,0,1.4280000000000002
503,0,0,1,0,0,0,0,0,1,0,0,1,1.933
504,0,0,1,0,0,0,0,0,1,0,0,1,1.891
505,0,0,1,0,0,0,0,0,1,0,0,1,1.909
506,0,0,1,0,0,0,0,0,1,0,0,1,1.811
507,0,0,1,0,0,0,0,0,1,0,0,1,1.8319999999999999
508,0,0,1,1,0,0,0,1,0,0,0,1,1.8619999999999999
509,0,0,1,1,0,0,0,1,0,0,1,0,1.745
510,0,0,1,1,0,0,0,1,0,0,1,0,1.755
511,0,0,1,1,0,0,0,1,0,0,1,0,1.635
512,0,0,1,0,1,0,1,0,0,0,1,0,1.651
513,0,0,1,0,1,0,1,0,0,0,1,0,1.6669999999999998
514,0,0,1,0,1,0,1,0,0,1,0,0,1.527
515,0,0,1,0,1,0,1,0,0,1,0,0,1.535
516,0,0,1,0,1,0,1,0,0,0,0,0,1.386
517,0,0,1,0,0,1,0,0,0,0,0,0,1.3940000000000001
518,0,0,1,0,0,1,0,0,0,0,0,0,1.3980000000000001
519,0,0,1,0,0,1,0,0,0,0,0,0,1.3980000000000001
520,0,0,1,0,0,1,0,0,0,0,0,0,1.3980000000000001
521,0,0,1,0,0,0,0,0,1,0,0,1,1.9409999999999998
522,0,0,1,0,0,0,0,0,1,0,0,1,1.881
523,0,0,1,0,0,0,0,0,1,0,0,1,1.903
524,0,0,1,0,0,0,0,0,1,0,0,1,1.801
525,0,0,1,0,0,0,0,0,1,0,0,1,1.821
526,0,0,1,1,0,0,0,1,0,0,0,1,1.8459999999999999
527,0,0,1,1,0,0,0,1,0,0,1,0,1.7309999999999999
528,0,0,1,1,0,0,0,1,0,0,1,0,1.74
529,0,0,1,1,0,0,0,1,0,0,1,0,1.617
530,0,0,1,0,1,0,1,0,0,0,1,0,1.6340000000000001
531,0,0,1,0,1,0,1,0,0,0,1,0,1.6469999999999998
532,0,0,1,0,1,0,1,0,0,1,0,0,1.507
533,0,0,1,0,1,0,1,0,0,1,0,0,1.514
534,0,0,1,0,1,0,1,0,0,0,0,0,1.365
535,0,0,1,0,0,1,0,0,0,0,0,0,1.3719999999999999
536,0,0,1,0,0,1,0,0,0,0,0,0,1.369
537,0,0,1,0,0,1,0,0,0,0,0,0,1.369
538,0,0,1,0,0,1,0,0,0,0,0,0,1.369
539,0,0,1,0,0,0,0,0,1,0,0,1,1.949
540,0,0,1,0,0,0,0,0,1,0,0,1,1.8619999999999999
541,0,0,1,0,0,0,0,0,1,0,0,1,1.893
542,0,0,1,0,0,0,0,0,1,0,0,1,1.7730000000000001
543,0,0,1,0,0,0,0,0,1,0,0,1,1.8019999999999998
544,0,0,1,1,0,0,0,1,0,0,0,1,1.831
545,0,0,1,1,0,0,0,1,0,0,1,0,1.705
546,0,0,1,1,0,0,0,1,0,0,1,0,1.7180000000000002
547,0,0,1,1,0,0,0,1,0,1,0,0,1.581
548,0,0,1,0,1,0,1,0,0,0,1,0,1.604
549,0,0,1,0,1,0,1,0,0,0,1,0,1.6280000000000001
550,0,0,1,0,1,0,1,0,0,1,0,0,1.47
551,0,0,1,0,1,0,1,0,0,1,0,0,1.4809999999999999
552,0,0,1,0,1,0,1,0,0,0,0,0,1.3219999999999998
553,0,0,1,0,0,1,0,0,0,0,0,0,1.331
554,0,0,1,0,0,1,0,0,0,0,0,0,1.34
555,0,0,1,0,0,1,0,0,0,0,0,0,1.34
556,0,0,1,0,0,1,0,0,0,0,0,0,1.34
